AccidentType,Date,Time,Reason
perturbation,2017/2/26,19:01:27,Passenger reason
perturbation,2017/2/24,10:53:57,Technique reason
perturbation,2017/2/20,15:29:19,Passenger reason
perturbation,2017/2/20,13:04:56,Security reason
perturbation,2017/2/14,9:32:16,Techique reason
perturbation,2017/2/12,17:25:50,Security reason
perturbation,2017/2/10,18:53:07,Techique reason
perturbation,2017/2/9,9:08:11,Passenger reason
perturbation,2017/2/7,12:34:44,Security reason
perturbation,2017/2/4,11:56:12,Security reason
perturbation,2017/2/3,18:15:34,Technique reason
perturbation,2017/2/3,16:47:46,Technique reason
perturbation,2017/2/3,15:57:45,Passenger reason
perturbation,2017/1/30,17:35:06,Security reason
perturbation,2017/1/29,18:28:27,Security reason
perturbation,2017/1/28,14:23:16,Passenger reason
perturbation,2017/1/27,9:44:36,Techique reason
perturbation,2017/1/26,11:45:33,Security reason
perturbation,2017/1/25,18:23:40,Technique reason
perturbation,2017/1/25,18:07:23,Technique reason
perturbation,2017/1/21,20:21:46,Security reason
perturbation,2017/1/20,20:09:35,Technique reason
perturbation,2017/1/19,8:31:59,Passenger reason
perturbation,2017/1/17,17:23:12,Passenger reason
perturbation,2017/1/17,9:41:07,Passenger reason
perturbation,2017/1/16,17:10:06,Technique reason
perturbation,2017/1/16,10:04:36,Passenger reason
perturbation,2017/1/16,5:36:45,Passenger reason
perturbation,2017/1/11,13:38:52,Technique reason
perturbation,2017/1/11,12:57:20,Security reason
perturbation,2017/1/10,6:15:25,Technique reason
perturbation,2017/1/9,19:20:18,Passenger reason
perturbation,2017/1/8,13:36:07,Passenger reason
perturbation,2017/1/7,15:55:14,Security reason
perturbation,2017/1/6,15:50:00,there is no reason
perturbation,2017/1/4,19:41:22,Passenger reason
perturbation,2017/1/2,9:42:35,Passenger reason
perturbation,2016/12/25,12:01:09,Security reason
perturbation,2016/12/22,15:27:49,Security reason
perturbation,2016/12/22,7:30:18,Techique reason
perturbation,2016/12/22,6:19:39,Operation problem
perturbation,2016/12/18,18:18:29,Passenger reason
perturbation,2016/12/16,8:29:48,Passenger reason
perturbation,2016/12/16,5:39:36,Social movement
perturbation,2016/12/13,17:20:11,Security reason
perturbation,2016/12/7,19:25:07,Technique reason
perturbation,2016/12/7,19:21:47,Technique reason
perturbation,2016/12/7,6:01:18,Technique reason
perturbation,2016/12/6,17:49:17,Technique reason
perturbation,2016/12/6,14:33:42,Technique reason
perturbation,2016/12/5,17:11:45,Passenger reason
perturbation,2016/12/5,7:06:39,Technique reason
perturbation,2016/12/2,18:03:56,Technique reason
perturbation,2016/12/2,13:20:40,Passenger reason
perturbation,2016/12/1,9:08:40,Technique reason
perturbation,2016/11/30,6:32:21,Techique reason
perturbation,2016/11/29,16:07:22,Security reason
perturbation,2016/11/29,15:18:28,Security reason
perturbation,2016/11/29,10:35:50,Technique reason
perturbation,2016/11/28,14:09:46,Security reason
perturbation,2016/11/24,17:17:24,Passenger reason
perturbation,2016/11/23,15:17:06,Techique reason
perturbation,2016/11/23,6:01:23,Techique reason
perturbation,2016/11/23,5:31:38,Operation problem
perturbation,2016/11/21,16:26:47,Technique reason
perturbation,2016/11/21,9:20:02,Passenger reason
perturbation,2016/11/21,9:08:04,Passenger reason
perturbation,2016/11/19,19:11:26,Passenger reason
perturbation,2016/11/19,19:10:29,Passenger reason
perturbation,2016/11/19,18:43:57,Passenger reason
perturbation,2016/11/19,15:16:17,Security reason
perturbation,2016/11/18,10:37:03,there is no reason
perturbation,2016/11/17,11:45:45,Technique reason
perturbation,2016/11/16,11:29:31,Passenger reason
perturbation,2016/11/16,10:42:56,Security reason
perturbation,2016/11/16,7:51:26,Technique reason
perturbation,2016/11/14,20:36:47,Security reason
perturbation,2016/11/14,15:55:19,Security reason
perturbation,2016/11/14,15:22:35,Security reason
perturbation,2016/11/12,18:55:58,Passenger reason
perturbation,2016/11/12,5:31:48,Track construction
perturbation,2016/11/10,18:12:27,Techique reason
perturbation,2016/11/10,14:14:01,Technique reason
perturbation,2016/11/10,9:32:58,Passenger reason
perturbation,2016/11/8,13:39:05,Security reason
perturbation,2016/11/7,9:09:56,Passenger reason
perturbation,2016/11/5,19:47:19,Passenger reason
perturbation,2016/11/4,10:12:09,Security reason
perturbation,2016/11/4,8:23:21,Security reason
perturbation,2016/11/3,20:33:40,Security reason
perturbation,2016/11/3,16:59:11,Passenger reason
perturbation,2016/11/3,7:50:35,Technique reason
perturbation,2016/10/31,21:00:43,Passenger reason
perturbation,2016/10/31,8:27:40,Security reason
perturbation,2016/10/30,17:45:58,Security reason
perturbation,2016/10/30,7:05:44,Technique reason
perturbation,2016/10/29,6:12:05,Security reason
perturbation,2016/10/28,17:28:08,Passenger reason
perturbation,2016/10/28,9:03:15,Techique reason
perturbation,2016/10/27,12:37:56,Passenger reason
perturbation,2016/10/25,8:48:26,Techique reason
perturbation,2016/10/25,5:31:45,Passenger reason
perturbation,2016/10/25,5:32:05,Track construction
perturbation,2016/10/24,17:53:19,Techique reason
perturbation,2016/10/23,13:31:22,Technique reason
perturbation,2016/10/23,12:38:06,Technique reason
perturbation,2016/10/23,12:37:25,Technique reason
perturbation,2016/10/22,17:22:18,Security reason
perturbation,2016/10/22,16:30:37,Security reason
perturbation,2016/10/21,18:17:24,Passenger reason
perturbation,2016/10/19,15:21:24,Passenger reason
perturbation,2016/10/18,17:26:49,Security reason
perturbation,2016/10/17,17:29:47,Passenger reason
perturbation,2016/10/17,13:07:34,Security reason
perturbation,2016/10/17,13:06:18,Security reason
perturbation,2016/10/15,18:58:16,Security reason
perturbation,2016/10/15,5:31:56,Track construction
perturbation,2016/10/13,20:37:41,Techique reason
perturbation,2016/10/13,14:24:03,Passenger reason
perturbation,2016/10/12,6:12:44,Technique reason
perturbation,2016/10/10,9:29:44,Technique reason
perturbation,2016/10/9,19:09:26,Technique reason
perturbation,2016/10/6,15:55:22,Technique reason
perturbation,2016/10/6,9:57:45,Security reason
perturbation,2016/10/5,19:40:46,Passenger reason
perturbation,2016/10/4,7:15:55,Passenger reason
perturbation,2016/10/3,19:07:15,Passenger reason
perturbation,2016/9/30,8:36:29,Security reason
perturbation,2016/9/29,18:37:58,Techique reason
perturbation,2016/9/29,8:48:01,Technique reason
perturbation,2016/9/27,17:35:15,Technique reason
perturbation,2016/9/24,15:15:02,Security reason
perturbation,2016/9/23,18:36:16,Technique reason
perturbation,2016/9/22,20:08:26,Security reason
perturbation,2016/9/22,17:55:11,Passenger reason
perturbation,2016/9/21,8:22:34,Technique reason
perturbation,2016/9/15,10:08:40,Security reason
perturbation,2016/9/14,13:40:35,Security reason
perturbation,2016/9/12,13:29:44,there is no reason
perturbation,2016/9/9,17:55:02,Passenger reason
perturbation,2016/9/9,15:39:30,Security reason
perturbation,2016/9/7,19:34:16,Techique reason
perturbation,2016/9/6,20:21:24,Security reason
perturbation,2016/9/6,8:43:34,Technique reason
perturbation,2016/8/30,17:59:12,Security reason
perturbation,2016/8/30,12:17:30,Techique reason
perturbation,2016/8/26,19:54:13,there is no reason
perturbation,2016/8/26,16:45:35,Technique reason
perturbation,2016/8/25,12:51:28,Security reason
perturbation,2016/8/25,6:29:08,Technique reason
perturbation,2016/8/24,18:34:13,Technique reason
perturbation,2016/8/24,14:03:30,Technique reason
perturbation,2016/8/22,18:20:08,Passenger reason
perturbation,2016/8/22,9:20:36,Security reason
perturbation,2016/8/17,12:28:29,there is no reason
perturbation,2016/8/16,7:54:50,Techique reason
perturbation,2016/8/14,17:49:23,Security reason
perturbation,2016/8/13,13:23:06,Security reason
perturbation,2016/8/11,14:08:15,Security reason
perturbation,2016/8/11,9:05:28,Passenger reason
perturbation,2016/8/3,18:44:02,Passenger reason
perturbation,2016/8/3,11:38:28,Techique reason
perturbation,2016/8/3,11:10:39,Techique reason
perturbation,2016/7/30,16:45:11,Security reason
perturbation,2016/7/27,8:48:43,Security reason
perturbation,2016/7/26,19:32:21,Security reason
perturbation,2016/7/22,20:21:20,there is no reason
perturbation,2016/7/22,17:13:30,Security reason
perturbation,2016/7/22,11:58:47,Security reason
perturbation,2016/7/21,20:01:11,Security reason
perturbation,2016/7/20,6:41:22,Passenger reason
perturbation,2016/7/19,18:49:54,Technique reason
perturbation,2016/7/18,17:38:51,there is no reason
perturbation,2016/7/18,9:36:02,Techique reason
perturbation,2016/7/16,12:24:07,there is no reason
perturbation,2016/7/16,11:00:02,Passenger reason
perturbation,2016/7/14,17:00:34,Security reason
perturbation,2016/7/6,20:30:50,Security reason
perturbation,2016/7/6,15:31:45,Security reason
perturbation,2016/7/6,11:49:41,Passenger reason
perturbation,2016/7/6,6:50:29,Operation problem
perturbation,2016/7/5,10:48:42,there is no reason
perturbation,2016/7/5,6:31:26,Technique reason
perturbation,2016/7/4,15:56:46,Security reason
perturbation,2016/6/28,19:22:19,Techique reason
perturbation,2016/6/27,20:23:25,Security reason
perturbation,2016/6/27,19:18:10,Techique reason
perturbation,2016/6/27,12:25:30,Passenger reason
perturbation,2016/6/27,11:09:04,Passenger reason
perturbation,2016/6/25,19:23:06,Operation problem
perturbation,2016/6/24,14:32:31,Passenger reason
perturbation,2016/6/23,18:55:05,Passenger reason
perturbation,2016/6/23,17:50:28,there is no reason
perturbation,2016/6/22,14:56:24,Security reason
perturbation,2016/6/22,7:57:12,there is no reason
perturbation,2016/6/21,7:40:10,Technique reason
perturbation,2016/6/20,8:35:37,Passenger reason
perturbation,2016/6/16,6:22:56,Social movement
perturbation,2016/6/15,5:57:39,Social movement
perturbation,2016/6/14,19:21:47,Technique reason
perturbation,2016/6/14,13:03:05,Passenger reason
perturbation,2016/6/14,6:51:26,Social movement
perturbation,2016/6/13,10:37:41,Social movement
perturbation,2016/6/12,5:31:37,Social movement
perturbation,2016/6/11,5:32:03,Social movement
perturbation,2016/6/10,6:39:16,Social movement
perturbation,2016/6/9,6:17:05,Social movement
perturbation,2016/6/8,5:40:32,Social movement
perturbation,2016/6/7,6:42:21,Social movement
perturbation,2016/6/6,15:51:55,Social movement
perturbation,2016/6/5,11:50:09,Technique reason
perturbation,2016/6/5,5:46:29,Social movement
perturbation,2016/6/4,7:39:36,Weather reason
perturbation,2016/6/4,7:07:22,Social movement
perturbation,2016/6/3,14:14:37,Weather reason
perturbation,2016/6/3,13:52:39,Weather reason
perturbation,2016/6/3,6:12:04,Social movement
perturbation,2016/6/2,5:47:45,Social movement
perturbation,2016/6/1,6:10:06,Social movement
perturbation,2016/6/1,6:04:19,Technique reason
perturbation,2016/5/31,19:00:58,Technique reason
perturbation,2016/5/31,9:54:20,Technique reason
perturbation,2016/5/30,18:49:46,Passenger reason
perturbation,2016/5/30,14:33:34,Security reason
perturbation,2016/5/26,12:47:28,Security reason
perturbation,2016/5/26,11:00:37,Track construction
perturbation,2016/5/26,10:56:05,Track construction
perturbation,2016/5/26,8:51:07,Track construction
perturbation,2016/5/25,5:31:41,Social movement
perturbation,2016/5/19,5:43:49,Social movement
perturbation,2016/5/18,5:43:33,Social movement
perturbation,2016/5/16,18:05:19,Passenger reason
perturbation,2016/5/16,17:01:32,Passenger reason
perturbation,2016/5/15,18:35:29,Technique reason
perturbation,2016/5/15,14:09:01,Technique reason
perturbation,2016/5/15,12:07:43,Technique reason
perturbation,2016/5/15,9:11:59,Techique reason
perturbation,2016/5/13,8:43:11,Passenger reason
perturbation,2016/5/12,19:13:51,Passenger reason
perturbation,2016/5/12,15:43:43,Techique reason
perturbation,2016/5/11,16:18:12,there is no reason
perturbation,2016/5/11,11:51:54,Technique reason
perturbation,2016/5/11,11:35:35,Technique reason
perturbation,2016/5/10,8:56:13,Technique reason
perturbation,2016/5/9,18:58:13,Technique reason
perturbation,2016/5/9,16:51:32,Technique reason
perturbation,2016/5/9,6:50:41,Track construction
perturbation,2016/5/6,20:12:34,Technique reason
perturbation,2016/5/6,20:01:00,Technique reason
perturbation,2016/5/3,5:32:01,Track construction
perturbation,2016/4/30,10:38:10,Security reason
perturbation,2016/4/29,11:09:36,Technique reason
perturbation,2016/4/29,10:49:40,Passenger reason
perturbation,2016/4/28,14:46:37,Social movement
perturbation,2016/4/28,13:34:28,Social movement
perturbation,2016/4/28,5:46:58,Social movement
perturbation,2016/4/27,15:08:00,Security reason
perturbation,2016/4/27,10:30:10,Social movement
perturbation,2016/4/26,17:08:20,there is no reason
perturbation,2016/4/26,15:40:23,Technique reason
perturbation,2016/4/26,5:31:48,Social movement
perturbation,2016/4/25,12:12:28,there is no reason
perturbation,2016/4/25,8:35:11,Passenger reason
perturbation,2016/4/24,5:54:35,Techique reason
perturbation,2016/4/22,18:26:26,Techique reason
perturbation,2016/4/22,10:00:37,Security reason
perturbation,2016/4/21,8:18:12,Passenger reason
perturbation,2016/4/18,8:13:35,Passenger reason
perturbation,2016/4/17,14:59:39,there is no reason
perturbation,2016/4/15,7:14:13,Technique reason
perturbation,2016/4/15,6:21:02,Technique reason
perturbation,2016/4/14,16:41:20,Passenger reason
perturbation,2016/4/13,15:53:55,Technique reason
perturbation,2016/4/12,7:45:01,Technique reason
perturbation,2016/4/7,20:52:28,Security reason
perturbation,2016/4/7,20:12:24,Security reason
perturbation,2016/4/7,19:34:02,Security reason
perturbation,2016/4/7,6:18:03,Track construction
perturbation,2016/4/6,12:24:24,Security reason
perturbation,2016/4/1,6:48:06,Technique reason
perturbation,2016/3/31,9:57:36,Security reason
perturbation,2016/3/29,17:27:19,Security reason
perturbation,2016/3/26,11:28:34,Passenger reason
perturbation,2016/3/24,9:13:27,Passenger reason
perturbation,2016/3/24,9:12:11,Passenger reason
perturbation,2016/3/23,18:14:27,Security reason
perturbation,2016/3/22,12:48:04,Security reason
perturbation,2016/3/18,16:42:08,there is no reason
perturbation,2016/3/18,11:17:08,Techique reason
perturbation,2016/3/16,16:54:46,Passenger reason
perturbation,2016/3/16,14:48:09,Passenger reason
perturbation,2016/3/15,7:29:51,Passenger reason
perturbation,2016/3/9,5:56:05,Social movement
perturbation,2016/3/8,17:31:50,Passenger reason
perturbation,2016/3/8,10:34:57,Social movement
perturbation,2016/3/7,10:33:02,there is no reason
perturbation,2016/3/7,9:15:00,Security reason
perturbation,2016/3/4,6:45:55,Techique reason
perturbation,2016/3/3,19:57:37,there is no reason
perturbation,2016/3/3,9:51:27,Passenger reason
perturbation,2016/3/3,6:12:40,Technique reason
perturbation,2016/3/2,17:11:31,Security reason
perturbation,2016/3/2,13:57:56,Technique reason
perturbation,2016/3/1,17:42:28,Passenger reason
perturbation,2016/2/28,17:30:48,Passenger reason
perturbation,2016/2/28,16:44:30,Passenger reason
perturbation,2016/2/28,16:28:36,Passenger reason
perturbation,2016/2/27,6:26:21,Passenger reason
perturbation,2016/2/25,13:37:52,Passenger reason
perturbation,2016/2/25,10:16:13,Passenger reason
perturbation,2016/2/25,7:15:22,Passenger reason
perturbation,2016/2/25,6:50:52,Security reason
perturbation,2016/2/21,19:26:37,Security reason
perturbation,2016/2/19,12:06:55,Track construction
perturbation,2016/2/19,6:06:26,Operation problem
perturbation,2016/2/18,8:51:05,Passenger reason
perturbation,2016/2/18,6:06:30,Operation problem
perturbation,2016/2/17,8:52:24,Operation problem
perturbation,2016/2/16,7:12:08,Operation problem
perturbation,2016/2/15,5:31:32,Operation problem
perturbation,2016/2/14,12:19:27,Passenger reason
perturbation,2016/2/14,6:23:15,Technique reason
perturbation,2016/2/12,17:21:23,Techique reason
perturbation,2016/2/12,6:51:05,Technique reason
perturbation,2016/2/11,17:47:53,there is no reason
perturbation,2016/2/11,17:36:04,Passenger reason
perturbation,2016/2/11,16:45:49,Security reason
perturbation,2016/2/11,9:07:41,Passenger reason
perturbation,2016/2/9,13:22:58,Technique reason
perturbation,2016/2/5,10:05:26,Passenger reason
perturbation,2016/2/2,11:42:09,Passenger reason
perturbation,2016/2/1,18:37:49,Security reason
perturbation,2016/2/1,15:10:46,Security reason
perturbation,2016/2/1,9:08:30,Passenger reason
perturbation,2016/1/31,14:29:50,Passenger reason
perturbation,2016/1/30,20:25:43,Passenger reason
perturbation,2016/1/27,9:26:05,Security reason
perturbation,2016/1/26,9:36:59,Passenger reason
perturbation,2016/1/25,13:34:01,Security reason
perturbation,2016/1/25,10:07:13,Security reason
perturbation,2016/1/23,6:15:12,Technique reason
perturbation,2016/1/22,10:17:07,Passenger reason
perturbation,2016/1/21,15:03:12,Security reason
perturbation,2016/1/21,14:24:49,Security reason
perturbation,2016/1/20,11:25:50,there is no reason
perturbation,2016/1/18,9:38:15,Technique reason
perturbation,2016/1/17,20:09:40,Security reason
perturbation,2016/1/17,6:59:13,Passenger reason
perturbation,2016/1/16,13:59:51,Security reason
perturbation,2016/1/15,10:05:58,Technique reason
perturbation,2016/1/15,9:34:30,Techique reason
perturbation,2016/1/13,11:26:14,Techique reason
perturbation,2016/1/13,9:38:36,Security reason
perturbation,2016/1/13,7:30:54,Technique reason
perturbation,2016/1/12,16:04:41,Security reason
perturbation,2016/1/12,9:53:53,Technique reason
perturbation,2016/1/11,19:55:37,Passenger reason
perturbation,2016/1/11,19:23:08,Technique reason
perturbation,2015/12/28,18:42:13,Security reason
perturbation,2015/12/27,11:17:59,Security reason
perturbation,2015/12/26,19:27:10,there is no reason
perturbation,2015/12/24,17:39:52,there is no reason
perturbation,2015/12/21,7:49:32,Passenger reason
perturbation,2015/12/18,18:19:31,Security reason
perturbation,2015/12/18,17:11:26,Passenger reason
perturbation,2015/12/18,16:34:59,Passenger reason
perturbation,2015/12/17,11:54:36,Passenger reason
perturbation,2015/12/16,13:29:40,Security reason
perturbation,2015/12/16,9:33:26,Technique reason
perturbation,2015/12/15,16:59:06,Technique reason
perturbation,2015/12/15,16:41:20,Technique reason
perturbation,2015/12/14,12:55:08,Passenger reason
perturbation,2015/12/14,11:56:20,Security reason
perturbation,2015/12/12,5:54:13,Security reason
perturbation,2015/12/11,9:47:14,Techique reason
perturbation,2015/12/9,11:58:29,Passenger reason
perturbation,2015/12/8,22:20:25,there is no reason
perturbation,2015/12/8,21:44:39,Security reason
perturbation,2015/12/8,7:19:29,Passenger reason
perturbation,2015/12/8,6:48:12,Security reason
perturbation,2015/12/5,17:44:57,Security reason
perturbation,2015/12/4,9:31:36,Techique reason
perturbation,2015/12/3,12:45:18,Security reason
perturbation,2015/12/3,12:12:27,Security reason
perturbation,2015/12/1,13:24:06,Security reason
perturbation,2015/12/1,13:19:17,Passenger reason
perturbation,2015/11/30,19:07:49,Operation problem
perturbation,2015/11/30,15:41:31,Security reason
perturbation,2015/11/30,10:51:15,Security reason
perturbation,2015/11/29,18:21:53,Operation problem
perturbation,2015/11/28,13:18:53,Security reason
perturbation,2015/11/27,22:56:36,Security reason
perturbation,2015/11/27,9:11:37,Technique reason
perturbation,2015/11/25,18:25:36,Security reason
perturbation,2015/11/25,9:06:52,Passenger reason
perturbation,2015/11/24,17:42:59,Technique reason
perturbation,2015/11/22,12:11:49,Technique reason
perturbation,2015/11/22,7:08:38,Security reason
perturbation,2015/11/21,6:11:19,Technique reason
perturbation,2015/11/20,16:48:44,Security reason
perturbation,2015/11/20,16:32:04,Security reason
perturbation,2015/11/19,10:32:25,Technique reason
perturbation,2015/11/18,19:45:17,Security reason
perturbation,2015/11/18,19:29:50,Security reason
perturbation,2015/11/18,19:10:00,Security reason
perturbation,2015/11/18,15:40:31,Security reason
perturbation,2015/11/18,12:01:13,Passenger reason
perturbation,2015/11/18,11:00:23,Security reason
perturbation,2015/11/17,14:47:06,Security reason
perturbation,2015/11/15,14:16:27,Passenger reason
perturbation,2015/11/15,12:57:35,Passenger reason
perturbation,2015/11/13,10:45:16,Security reason
perturbation,2015/11/11,16:14:42,Security reason
perturbation,2015/11/11,15:53:24,Security reason
perturbation,2015/11/10,11:11:48,Security reason
perturbation,2015/11/9,16:17:51,Security reason
perturbation,2015/11/4,9:18:31,Passenger reason
perturbation,2015/11/2,9:20:36,Passenger reason
perturbation,2015/11/1,20:02:27,Security reason
perturbation,2015/11/1,15:02:22,Security reason
perturbation,2015/10/31,17:03:45,Technique reason
perturbation,2015/10/31,13:26:48,Technique reason
perturbation,2015/10/30,12:47:51,Passenger reason
perturbation,2015/10/29,20:17:48,Passenger reason
perturbation,2015/10/26,20:33:06,Passenger reason
perturbation,2015/10/26,14:03:49,Security reason
perturbation,2015/10/25,9:11:31,Passenger reason
perturbation,2015/10/24,15:17:53,Security reason
perturbation,2015/10/23,14:47:57,Passenger reason
perturbation,2015/10/23,14:00:29,Passenger reason
perturbation,2015/10/22,9:25:40,Security reason
perturbation,2015/10/22,9:20:47,Security reason
perturbation,2015/10/20,9:18:57,Technique reason
perturbation,2015/10/16,9:10:28,Technique reason
perturbation,2015/10/15,20:34:01,Technique reason
perturbation,2015/10/14,17:05:48,Technique reason
perturbation,2015/10/14,11:17:13,there is no reason
perturbation,2015/10/14,9:30:30,Security reason
perturbation,2015/10/14,9:20:51,Security reason
perturbation,2015/10/13,21:25:32,Passenger reason
perturbation,2015/10/12,13:56:14,Passenger reason
perturbation,2015/10/10,15:03:00,Security reason
perturbation,2015/10/7,16:48:35,Security reason
perturbation,2015/10/7,13:10:15,Security reason
perturbation,2015/10/1,14:17:56,Technique reason
perturbation,2015/10/1,10:03:06,Passenger reason
perturbation,2015/9/30,13:44:00,Passenger reason
perturbation,2015/9/30,9:48:18,Passenger reason
perturbation,2015/9/30,9:07:04,Passenger reason
perturbation,2015/9/24,6:47:33,Passenger reason
perturbation,2015/9/21,8:45:17,Passenger reason
perturbation,2015/9/20,12:10:46,Passenger reason
perturbation,2015/9/18,15:38:16,Passenger reason
perturbation,2015/9/18,6:09:32,Technique reason
perturbation,2015/9/17,8:13:49,Techique reason
perturbation,2015/9/16,8:17:51,Passenger reason
perturbation,2015/9/15,15:47:32,Passenger reason
perturbation,2015/9/11,11:02:45,Passenger reason
perturbation,2015/9/7,8:26:45,Techique reason
perturbation,2015/9/4,18:39:40,Techique reason
perturbation,2015/9/3,8:41:30,Passenger reason
perturbation,2015/9/2,15:18:02,Passenger reason
perturbation,2015/9/2,7:42:14,Passenger reason
perturbation,2015/8/30,11:48:30,Security reason
perturbation,2015/8/29,11:17:36,Security reason
perturbation,2015/8/29,10:48:02,there is no reason
perturbation,2015/8/29,10:02:35,Security reason
perturbation,2015/8/28,20:34:42,Technique reason
perturbation,2015/8/27,13:22:51,Passenger reason
perturbation,2015/8/26,16:56:52,Technique reason
perturbation,2015/8/26,11:47:44,Security reason
perturbation,2015/8/26,8:24:31,Passenger reason
perturbation,2015/8/25,17:47:20,Passenger reason
perturbation,2015/8/25,17:20:31,Passenger reason
perturbation,2015/8/25,13:00:47,Security reason
perturbation,2015/8/24,11:51:18,Techique reason
perturbation,2015/8/22,17:32:50,Technique reason
perturbation,2015/8/19,13:50:03,Security reason
perturbation,2015/8/19,13:34:53,Security reason
perturbation,2015/8/19,10:02:51,Passenger reason
perturbation,2015/8/19,7:52:08,Passenger reason
perturbation,2015/8/18,17:28:47,Passenger reason
perturbation,2015/8/16,15:02:27,Security reason
perturbation,2015/8/7,9:33:17,Passenger reason
perturbation,2015/8/6,18:22:25,Security reason
perturbation,2015/8/3,20:42:47,Security reason
perturbation,2015/8/2,12:30:08,there is no reason
perturbation,2015/8/2,19:29:41,Security reason
perturbation,2015/7/29,14:49:31,Technique reason
perturbation,2015/7/25,17:24:13,Passenger reason
perturbation,2015/7/22,12:17:36,Technique reason
perturbation,2015/7/21,11:50:05,Security reason
perturbation,2015/7/18,11:17:26,Passenger reason
perturbation,2015/7/16,17:40:52,Technique reason
perturbation,2015/7/15,14:48:17,Technique reason
perturbation,2015/7/1,18:09:23,Passenger reason
perturbation,2015/6/30,18:16:43,Technique reason
perturbation,2015/6/30,14:33:14,Technique reason
perturbation,2015/6/29,9:28:32,there is no reason
perturbation,2015/6/29,9:26:52,Security reason
perturbation,2015/6/26,18:36:17,Security reason
perturbation,2015/6/25,20:17:56,Passenger reason
perturbation,2015/6/25,17:38:38,Technique reason
perturbation,2015/6/25,10:32:39,Social movement
perturbation,2015/6/25,9:32:25,Social movement
perturbation,2015/6/24,18:06:54,Technique reason
perturbation,2015/6/22,18:23:31,Passenger reason
perturbation,2015/6/22,12:32:58,Technique reason
perturbation,2015/6/21,17:21:57,Technique reason
perturbation,2015/6/19,20:31:59,Passenger reason
perturbation,2015/6/17,14:04:59,Security reason
perturbation,2015/6/16,19:48:42,Technique reason
perturbation,2015/6/15,18:19:51,Security reason
perturbation,2015/6/13,14:32:51,Security reason
perturbation,2015/6/12,19:48:44,Security reason
perturbation,2015/6/12,19:24:28,Security reason
perturbation,2015/6/12,8:21:45,Technique reason
perturbation,2015/6/11,22:06:42,Technique reason
perturbation,2015/6/9,13:02:42,Passenger reason
perturbation,2015/6/9,11:47:44,there is no reason
perturbation,2015/6/8,8:46:57,Security reason
perturbation,2015/6/7,15:41:22,Security reason
perturbation,2015/6/5,16:36:27,Technique reason
perturbation,2015/6/5,14:18:39,Technique reason
perturbation,2015/6/4,17:44:26,Passenger reason
perturbation,2015/6/3,18:14:03,Security reason
perturbation,2015/6/1,16:06:06,Security reason
perturbation,2015/6/1,16:02:29,Technique reason
perturbation,2015/6/1,5:43:11,Technique reason
perturbation,2015/5/29,18:53:14,Security reason
perturbation,2015/5/29,18:49:22,Security reason
perturbation,2015/5/29,15:58:01,Operation problem
perturbation,2015/5/29,15:17:40,there is no reason
perturbation,2015/5/29,14:57:52,Security reason
perturbation,2015/5/29,5:31:44,Technique reason
perturbation,2015/5/26,10:19:42,there is no reason
perturbation,2015/5/26,10:10:12,Technique reason
perturbation,2015/5/26,5:57:08,Security reason
perturbation,2015/5/23,16:17:45,Security reason
perturbation,2015/5/23,10:38:36,Passenger reason
perturbation,2015/5/21,18:41:53,Passenger reason
perturbation,2015/5/21,7:51:48,Technique reason
perturbation,2015/5/21,6:19:35,Techique reason
perturbation,2015/5/20,14:17:54,Security reason
perturbation,2015/5/20,7:07:19,Technique reason
perturbation,2015/5/18,11:53:57,Security reason
perturbation,2015/5/18,8:45:17,Passenger reason
perturbation,2015/5/16,12:13:25,Technique reason
perturbation,2015/5/16,5:31:42,Techique reason
perturbation,2015/5/13,14:16:48,Passenger reason
perturbation,2015/5/12,12:00:13,Technique reason
perturbation,2015/5/11,6:48:41,Passenger reason
perturbation,2015/5/11,5:46:47,Technique reason
perturbation,2015/5/10,18:36:35,Technique reason
perturbation,2015/5/9,12:57:27,Security reason
perturbation,2015/5/9,5:31:46,Track construction
perturbation,2015/5/7,14:27:42,Passenger reason
perturbation,2015/5/7,10:27:00,Passenger reason
perturbation,2015/5/6,9:48:17,Passenger reason
perturbation,2015/5/4,6:08:27,Technique reason
perturbation,2015/5/3,5:47:52,Track construction
perturbation,2015/5/2,19:01:29,there is no reason
perturbation,2015/5/2,14:26:23,there is no reason
perturbation,2015/5/2,10:17:13,Security reason
perturbation,2015/5/2,5:31:24,Track construction
perturbation,2015/5/1,11:02:48,Security reason
perturbation,2015/4/30,19:34:09,Security reason
perturbation,2015/4/30,14:58:43,Technique reason
perturbation,2015/4/30,7:38:14,Passenger reason
perturbation,2015/4/30,7:42:08,Passenger reason
perturbation,2015/4/27,19:18:19,Techique reason
perturbation,2015/4/27,12:32:52,Security reason
perturbation,2015/4/26,14:37:32,Passenger reason
perturbation,2015/4/25,11:49:33,Technique reason
perturbation,2015/4/25,7:05:31,Security reason
perturbation,2015/4/24,19:03:58,Technique reason
perturbation,2015/4/24,18:32:03,Technique reason
perturbation,2015/4/23,19:03:40,Passenger reason
perturbation,2015/4/23,16:57:22,Passenger reason
perturbation,2015/4/23,15:11:49,Security reason
perturbation,2015/4/23,14:37:47,Security reason
perturbation,2015/4/23,13:50:48,Security reason
perturbation,2015/4/22,11:54:39,Passenger reason
perturbation,2015/4/22,9:03:41,Passenger reason
