AccidentType,Date,Time,Reason
perturbation,2013/1/20,11:42:14,Weather reason
perturbation,2013/1/18,9:24:16,Technique reason
perturbation,2013/1/14,18:21:50,Passenger reason
perturbation,2013/1/14,14:51:15,Security reason
perturbation,2013/1/11,15:43:23,Technique reason
perturbation,2013/1/8,12:18:20,there is no reason
perturbation,2013/1/4,15:42:28,Technique reason
perturbation,2012/12/30,6:58:10,Technique reason
perturbation,2012/12/29,18:55:21,Technique reason
perturbation,2012/12/28,11:48:23,Security reason
perturbation,2012/12/24,18:10:32,Technique reason
perturbation,2012/12/21,11:57:16,Passenger reason
perturbation,2012/12/20,7:02:15,there is no reason
perturbation,2012/12/18,13:00:18,Passenger reason
perturbation,2012/12/17,19:55:21,Technique reason
perturbation,2012/12/16,16:41:13,there is no reason
perturbation,2012/12/15,10:36:46,Passenger reason
perturbation,2012/12/12,9:19:15,there is no reason
perturbation,2012/12/12,6:51:14,Technique reason
perturbation,2012/12/5,19:02:55,Technique reason
perturbation,2012/12/1,7:18:39,Techique reason
perturbation,2012/11/30,5:36:36,Technique reason
perturbation,2012/11/29,8:18:07,Technique reason
perturbation,2012/11/27,9:58:34,Passenger reason
perturbation,2012/11/26,19:15:42,Security reason
perturbation,2012/11/20,17:09:56,Security reason
perturbation,2012/11/15,17:01:27,Passenger reason
perturbation,2012/11/8,19:37:34,Passenger reason
perturbation,2012/11/7,19:13:48,there is no reason
interruption,2019/11/21,13:13:16,Passenger reason
interruption,2019/11/9,7:41:37,Passenger reason
interruption,2019/11/9,7:17:34,Passenger reason
interruption,2019/11/2,7:13:36,Passenger reason
interruption,2019/11/1,16:23:37,Technique reason
interruption,2019/10/30,17:53:40,Security reason
interruption,2019/10/29,9:05:40,Passenger reason
interruption,2019/10/28,19:42:32,Passenger reason
interruption,2019/10/28,19:15:33,Passenger reason
interruption,2019/10/22,14:35:34,Passenger reason
interruption,2019/10/18,7:00:54,Social movement
interruption,2019/10/6,17:19:32,Passenger reason
interruption,2019/10/3,19:20:38,Technique reason
interruption,2019/10/3,18:59:38,Technique reason
interruption,2019/10/3,18:53:41,Technique reason
interruption,2019/10/3,18:17:44,Technique reason
interruption,2019/9/13,21:22:09,Social movement
interruption,2019/9/9,11:47:35,Security reason
interruption,2019/9/1,12:04:07,there is no reason
interruption,2019/8/31,9:04:33,Passenger reason
interruption,2019/8/31,8:50:35,Passenger reason
interruption,2019/8/31,8:38:32,Passenger reason
interruption,2019/8/30,9:58:36,Passenger reason
interruption,2019/8/30,9:31:33,Passenger reason
interruption,2019/8/30,9:19:38,Passenger reason
interruption,2019/8/30,8:58:42,Operation problem
interruption,2019/8/26,22:00:15,there is no reason
interruption,2019/8/25,12:00:49,there is no reason
interruption,2019/8/19,5:35:33,Technique reason
interruption,2019/8/19,5:32:34,Technique reason
interruption,2019/8/18,7:00:15,Track construction
interruption,2019/8/17,15:28:32,Technique reason
interruption,2019/8/17,12:00:49,Track construction
interruption,2019/8/9,16:59:34,Passenger reason
interruption,2019/8/9,16:40:38,Passenger reason
interruption,2019/8/9,16:10:35,Passenger reason
interruption,2019/8/9,15:33:32,Passenger reason
interruption,2019/8/3,8:19:37,Technique reason
interruption,2019/8/3,8:09:35,Technique reason
interruption,2019/8/3,6:31:32,Technique reason
interruption,2019/7/31,7:31:34,Passenger reason
interruption,2019/7/29,7:00:14,Track construction
interruption,2019/7/28,12:00:27,Track construction
interruption,2019/7/26,14:50:35,Passenger reason
interruption,2019/7/26,14:36:32,Passenger reason
interruption,2019/7/25,17:03:42,Security reason
interruption,2019/7/25,16:22:33,Security reason
interruption,2019/7/25,15:57:32,Security reason
interruption,2019/7/25,15:50:32,Security reason
interruption,2019/7/20,7:00:16,Track construction
interruption,2019/7/19,12:01:16,Track construction
interruption,2019/7/17,14:20:31,Techique reason
interruption,2019/7/17,13:43:33,Techique reason
interruption,2019/7/5,18:17:39,Passenger reason
interruption,2019/7/5,17:53:36,Passenger reason
interruption,2019/7/5,10:01:45,Passenger reason
interruption,2019/6/25,20:27:33,Passenger reason
interruption,2019/6/25,19:10:38,Passenger reason
interruption,2019/6/24,22:00:32,Track construction
interruption,2019/6/23,12:00:38,Track construction
interruption,2019/6/17,22:00:18,Track construction
interruption,2019/6/16,12:00:28,Track construction
interruption,2019/6/12,22:00:43,Track construction
interruption,2019/6/11,12:00:32,Track construction
interruption,2019/6/10,22:00:33,Track construction
interruption,2019/6/9,20:34:32,Passenger reason
interruption,2019/6/9,12:00:36,Track construction
interruption,2019/6/9,11:43:32,Passenger reason
interruption,2019/6/9,11:29:33,Passenger reason
interruption,2019/6/2,17:52:35,Technique reason
interruption,2019/6/2,6:43:33,Track construction
interruption,2019/6/2,5:58:47,Track construction
interruption,2019/6/2,5:58:10,Track construction
interruption,2019/6/1,18:46:35,Passenger reason
interruption,2019/5/31,13:28:35,Passenger reason
interruption,2019/5/31,13:24:35,Passenger reason
interruption,2019/5/19,16:55:37,Passenger reason
interruption,2019/5/17,17:47:41,Techique reason
interruption,2019/5/13,15:28:35,Passenger reason
interruption,2019/5/11,7:00:38,Track construction
interruption,2019/5/10,12:01:44,Track construction
interruption,2019/5/8,20:36:38,Techique reason
interruption,2019/5/8,20:17:50,Techique reason
interruption,2019/5/8,18:44:59,Techique reason
interruption,2019/5/8,17:46:34,Techique reason
interruption,2019/5/8,17:30:43,Techique reason
interruption,2019/5/8,17:23:55,Techique reason
interruption,2019/5/8,16:50:58,Techique reason
interruption,2019/5/4,16:24:31,Techique reason
interruption,2019/5/3,14:50:39,Passenger reason
interruption,2019/5/3,14:36:41,Passenger reason
interruption,2019/5/3,14:27:27,Passenger reason
interruption,2019/5/3,14:11:12,Passenger reason
interruption,2019/5/1,7:00:18,Track construction
interruption,2019/4/30,12:00:51,Track construction
interruption,2019/4/28,20:05:34,Security reason
interruption,2019/4/27,7:32:34,Technique reason
interruption,2019/4/25,10:09:32,Techique reason
interruption,2019/4/24,9:46:39,Passenger reason
interruption,2019/4/24,9:12:44,Passenger reason
interruption,2019/4/23,22:00:48,there is no reason
interruption,2019/4/22,22:00:59,Track construction
interruption,2019/4/22,12:02:37,there is no reason
interruption,2019/4/21,12:03:49,Track construction
interruption,2019/4/15,22:01:33,Track construction
interruption,2019/4/14,12:03:36,Track construction
interruption,2019/4/14,10:54:30,Passenger reason
interruption,2019/4/8,22:01:53,Track construction
interruption,2019/4/8,15:52:58,Track construction
interruption,2019/4/2,15:22:36,Techique reason
interruption,2019/4/2,13:37:40,Techique reason
interruption,2019/4/2,11:11:24,Techique reason
interruption,2019/4/2,9:17:31,Techique reason
interruption,2019/4/2,9:13:33,Techique reason
interruption,2019/4/1,22:02:08,Track construction
interruption,2019/3/31,12:03:05,Track construction
interruption,2019/3/30,7:00:28,Track construction
interruption,2019/3/29,12:01:54,Track construction
interruption,2019/3/29,8:43:46,Passenger reason
interruption,2019/3/26,22:00:41,Track construction
interruption,2019/3/26,20:30:36,Passenger reason
interruption,2019/3/25,12:01:36,Track construction
interruption,2019/3/17,20:53:29,Passenger reason
interruption,2019/3/17,20:29:29,Passenger reason
interruption,2019/3/13,11:43:31,Passenger reason
interruption,2019/3/10,17:13:30,Technique reason
interruption,2019/3/5,7:56:54,Passenger reason
interruption,2019/2/27,19:36:32,Passenger reason
interruption,2019/2/25,7:00:27,Track construction
interruption,2019/2/24,12:03:17,Track construction
interruption,2019/2/18,22:00:56,Track construction
interruption,2019/2/17,12:01:36,Track construction
interruption,2019/2/17,9:29:39,Security reason
interruption,2019/2/16,7:00:35,there is no reason
interruption,2019/2/15,12:00:59,there is no reason
interruption,2019/2/13,12:49:33,Passenger reason
interruption,2019/2/13,5:34:53,Technique reason
interruption,2019/2/10,17:32:32,Passenger reason
interruption,2019/2/7,11:49:34,Passenger reason
interruption,2019/2/7,11:23:33,Passenger reason
interruption,2019/2/6,13:35:37,Passenger reason
interruption,2019/2/6,13:29:33,Passenger reason
interruption,2019/2/5,19:58:35,Passenger reason
interruption,2019/2/5,19:24:32,Passenger reason
interruption,2019/2/4,20:01:43,Technique reason
interruption,2019/1/31,8:52:47,Passenger reason
interruption,2019/1/31,7:59:55,Passenger reason
interruption,2019/1/31,6:38:35,Technique reason
interruption,2019/1/31,6:00:46,Technique reason
interruption,2019/1/31,5:34:27,Technique reason
interruption,2019/1/30,13:18:37,Passenger reason
interruption,2019/1/30,11:15:42,Passenger reason
interruption,2019/1/29,19:20:10,Techique reason
interruption,2019/1/29,18:38:43,Techique reason
interruption,2019/1/25,10:03:51,Operation problem
interruption,2019/1/25,9:54:36,Operation problem
interruption,2019/1/21,8:38:07,Passenger reason
interruption,2019/1/20,7:07:36,Security reason
interruption,2019/1/14,9:32:17,Passenger reason
interruption,2019/1/9,16:26:16,Passenger reason
interruption,2019/1/9,14:27:41,Passenger reason
interruption,2019/1/9,14:23:37,Security reason
interruption,2019/1/9,13:53:51,Security reason
interruption,2019/1/3,19:05:47,Passenger reason
interruption,2018/12/20,13:35:52,Technique reason
interruption,2018/11/22,15:32:44,Passenger reason
interruption,2018/11/22,15:04:49,Passenger reason
interruption,2018/11/20,15:00:42,Operation problem
interruption,2018/11/20,14:57:39,Operation problem
interruption,2018/11/20,12:49:40,Operation problem
interruption,2018/11/20,12:04:31,Operation problem
interruption,2018/11/20,12:00:32,Operation problem
interruption,2018/11/20,11:56:46,Operation problem
interruption,2018/11/20,11:37:39,Operation problem
interruption,2018/11/17,14:24:40,Passenger reason
interruption,2018/11/15,11:09:48,Passenger reason
interruption,2018/11/13,17:14:14,Passenger reason
interruption,2018/11/13,7:50:51,Passenger reason
interruption,2018/11/13,7:16:46,Passenger reason
interruption,2018/11/3,16:20:44,Passenger reason
interruption,2018/11/3,6:05:21,Track construction
interruption,2018/11/3,6:00:09,there is no reason
interruption,2018/11/2,11:05:42,Track construction
interruption,2018/11/2,11:00:32,there is no reason
interruption,2018/11/1,6:01:59,there is no reason
interruption,2018/10/31,12:03:27,there is no reason
interruption,2018/10/29,22:00:30,Track construction
interruption,2018/10/28,12:00:23,Track construction
interruption,2018/10/28,7:59:33,Passenger reason
interruption,2018/10/20,19:03:51,there is no reason
interruption,2018/10/20,19:00:26,Track construction
interruption,2018/10/20,7:01:00,there is no reason
interruption,2018/10/19,12:09:18,there is no reason
interruption,2018/10/19,12:05:04,Track construction
interruption,2018/10/19,12:01:02,there is no reason
interruption,2018/10/6,17:43:49,Passenger reason
interruption,2018/10/6,16:53:46,Passenger reason
interruption,2018/10/3,6:13:05,Technique reason
interruption,2018/10/1,20:00:47,Track construction
interruption,2018/9/30,20:04:31,Passenger reason
interruption,2018/9/30,12:01:44,Track construction
interruption,2018/9/25,20:15:01,Techique reason
interruption,2018/9/25,19:15:52,Techique reason
interruption,2018/9/25,17:59:54,Techique reason
interruption,2018/9/25,17:36:34,Techique reason
interruption,2018/9/25,17:20:00,Techique reason
interruption,2018/9/25,17:16:51,Techique reason
interruption,2018/9/25,16:58:15,Techique reason
interruption,2018/9/25,16:50:22,Techique reason
interruption,2018/9/25,5:30:12,Technique reason
interruption,2018/9/25,5:19:12,Track construction
interruption,2018/9/24,22:00:32,Track construction
interruption,2018/9/24,17:24:38,Track construction
interruption,2018/9/24,13:04:09,Passenger reason
interruption,2018/9/24,12:58:59,Passenger reason
interruption,2018/9/23,17:30:54,Technique reason
interruption,2018/9/23,15:54:43,Technique reason
interruption,2018/9/22,7:00:36,Track construction
interruption,2018/9/21,19:57:23,Passenger reason
interruption,2018/9/21,12:01:22,Track construction
interruption,2018/9/18,9:54:58,Security reason
interruption,2018/8/23,15:27:55,Passenger reason
interruption,2018/8/23,15:15:06,Passenger reason
interruption,2018/8/23,13:56:31,Passenger reason
interruption,2018/8/23,13:28:53,Passenger reason
interruption,2018/8/17,12:58:03,Passenger reason
interruption,2018/8/17,12:33:46,Passenger reason
interruption,2018/8/17,12:26:39,Passenger reason
interruption,2018/8/17,11:00:56,Technique reason
interruption,2018/8/16,13:29:30,Technique reason
interruption,2018/8/16,13:28:24,Technique reason
interruption,2018/8/16,13:07:05,Technique reason
interruption,2018/8/15,12:08:58,Technique reason
interruption,2018/8/15,11:42:02,Technique reason
interruption,2018/7/27,18:52:23,Technique reason
interruption,2018/7/24,10:03:15,Techique reason
interruption,2018/7/20,16:49:27,Technique reason
interruption,2018/7/10,5:32:15,Technique reason
interruption,2018/7/8,18:45:05,Technique reason
interruption,2018/7/6,5:33:07,Technique reason
interruption,2018/7/5,5:32:23,Technique reason
interruption,2018/7/4,5:32:07,Technique reason
interruption,2018/7/3,5:33:07,Technique reason
interruption,2018/7/2,5:32:05,Technique reason
interruption,2018/7/1,14:49:29,Passenger reason
interruption,2018/7/1,5:36:46,Technique reason
interruption,2018/6/30,17:00:46,Passenger reason
interruption,2018/6/30,5:30:50,Technique reason
interruption,2018/6/29,5:32:09,Technique reason
interruption,2018/6/28,5:32:17,Technique reason
interruption,2018/6/27,5:32:06,Technique reason
interruption,2018/6/26,5:39:00,Technique reason
interruption,2018/6/25,5:34:04,Technique reason
interruption,2018/6/24,5:31:53,Technique reason
interruption,2018/6/23,5:54:57,Technique reason
interruption,2018/6/22,18:14:21,Passenger reason
interruption,2018/6/22,5:32:10,Technique reason
interruption,2018/6/21,9:33:12,Passenger reason
interruption,2018/6/21,5:34:04,Technique reason
interruption,2018/6/20,5:42:07,Technique reason
interruption,2018/6/19,5:32:58,Technique reason
interruption,2018/6/19,5:31:55,Technique reason
interruption,2018/6/18,5:37:02,Technique reason
interruption,2018/6/17,5:56:50,Technique reason
interruption,2018/6/16,5:45:53,Technique reason
interruption,2018/6/15,5:35:05,Technique reason
interruption,2018/6/14,11:42:16,Techique reason
interruption,2018/6/14,5:41:08,Technique reason
interruption,2018/6/13,17:12:05,Technique reason
interruption,2018/6/13,8:45:37,Passenger reason
interruption,2018/6/13,5:35:58,Technique reason
interruption,2018/6/13,5:32:03,Technique reason
interruption,2018/6/12,5:32:11,Technique reason
interruption,2018/6/8,11:55:01,Passenger reason
interruption,2018/6/8,9:06:17,Passenger reason
interruption,2018/6/2,12:07:30,Track construction
interruption,2018/6/2,12:08:21,Track construction
interruption,2018/6/2,10:53:45,Passenger reason
interruption,2018/6/2,6:38:11,Passenger reason
interruption,2018/6/1,10:18:42,Passenger reason
interruption,2018/5/31,9:26:12,Techique reason
interruption,2018/5/30,13:02:10,Passenger reason
interruption,2018/5/29,12:42:11,Passenger reason
interruption,2018/5/28,10:57:34,Passenger reason
interruption,2018/5/28,7:57:49,Passenger reason
interruption,2018/5/26,18:43:16,Passenger reason
interruption,2018/5/23,7:32:44,Passenger reason
interruption,2018/5/12,12:22:35,Passenger reason
interruption,2018/5/10,11:23:15,Passenger reason
interruption,2018/5/9,12:07:10,Track construction
interruption,2018/4/24,16:56:10,Passenger reason
interruption,2018/4/22,12:06:34,Track construction
interruption,2018/4/19,17:57:26,Passenger reason
interruption,2018/4/17,8:24:02,Passenger reason
interruption,2018/4/15,12:07:09,Track construction
interruption,2018/4/10,18:01:11,Technique reason
interruption,2018/3/25,11:02:02,Passenger reason
interruption,2018/3/22,17:42:54,Passenger reason
interruption,2018/3/17,1:31:04,there is no reason
interruption,2018/3/10,8:17:56,Technique reason
interruption,2018/3/9,13:05:09,Techique reason
interruption,2018/3/2,20:50:31,Passenger reason
interruption,2018/3/2,19:50:33,Passenger reason
interruption,2018/3/2,11:35:52,Techique reason
interruption,2018/3/1,11:52:49,Techique reason
interruption,2018/2/27,11:25:07,Techique reason
interruption,2018/2/25,3:14:54,there is no reason
interruption,2018/2/23,17:09:36,Passenger reason
interruption,2018/2/23,8:53:11,Techique reason
interruption,2018/2/22,12:49:20,Passenger reason
interruption,2018/2/20,8:00:39,Techique reason
interruption,2018/2/19,8:44:37,Passenger reason
interruption,2018/2/14,9:25:01,Passenger reason
interruption,2018/2/13,5:41:00,Technique reason
interruption,2018/2/9,12:19:27,Technique reason
interruption,2018/2/7,11:20:46,Weather reason
interruption,2018/2/7,8:07:35,Technique reason
interruption,2018/2/6,21:00:21,Passenger reason
interruption,2018/2/6,9:39:30,Passenger reason
interruption,2018/2/4,7:18:02,Passenger reason
interruption,2018/1/26,20:20:03,Passenger reason
interruption,2017/12/28,16:32:02,Passenger reason
interruption,2017/12/27,16:52:55,there is no reason
interruption,2017/12/27,14:57:02,Technique reason
interruption,2017/12/21,13:14:18,Passenger reason
interruption,2017/12/19,18:20:30,Track construction
interruption,2017/12/16,15:30:20,Passenger reason
interruption,2017/12/9,14:19:12,Passenger reason
interruption,2017/11/30,8:38:19,Security reason
interruption,2017/11/27,14:34:00,Passenger reason
interruption,2017/11/14,12:04:33,Technique reason
interruption,2017/11/14,5:31:55,Technique reason
interruption,2017/11/11,17:31:05,Passenger reason
interruption,2017/11/9,13:03:58,Passenger reason
interruption,2017/11/9,12:11:04,Passenger reason
interruption,2017/11/5,20:07:21,Passenger reason
interruption,2017/11/2,16:24:02,Track construction
interruption,2017/10/31,13:57:07,Passenger reason
interruption,2017/10/24,19:38:51,Passenger reason
interruption,2017/10/24,9:14:12,Technique reason
interruption,2017/10/23,12:04:12,Passenger reason
interruption,2017/10/18,12:02:00,Techique reason
interruption,2017/10/12,17:11:44,Passenger reason
interruption,2017/10/3,19:51:32,Security reason
interruption,2017/10/3,5:32:02,Security reason
interruption,2017/9/29,20:31:39,Security reason
interruption,2017/9/19,20:56:50,Passenger reason
interruption,2017/9/14,17:23:09,Technique reason
interruption,2017/9/7,12:09:30,Passenger reason
interruption,2017/9/2,7:49:32,Security reason
interruption,2017/9/1,6:10:07,Security reason
interruption,2017/8/29,16:14:27,Passenger reason
interruption,2017/8/29,15:39:49,Passenger reason
interruption,2017/8/14,3:09:10,Track construction
interruption,2017/7/28,18:53:10,Passenger reason
interruption,2017/7/28,16:59:58,Passenger reason
interruption,2017/7/28,12:50:37,Techique reason
interruption,2017/7/25,12:29:28,Passenger reason
interruption,2017/7/24,7:12:13,Security reason
interruption,2017/7/18,17:08:06,Track construction
interruption,2017/7/16,20:49:45,Passenger reason
interruption,2017/7/16,12:04:51,Track construction
interruption,2017/7/11,9:50:23,Passenger reason
interruption,2017/7/11,6:10:27,Passenger reason
interruption,2017/7/2,13:55:57,Security reason
interruption,2017/6/26,12:30:39,Technique reason
interruption,2017/6/16,16:15:34,Track construction
interruption,2017/5/25,11:13:43,Passenger reason
interruption,2017/5/25,10:22:51,Technique reason
interruption,2017/5/21,12:06:33,Track construction
interruption,2017/5/16,8:34:11,Techique reason
interruption,2017/5/15,10:46:44,Security reason
interruption,2017/5/12,11:07:33,Security reason
interruption,2017/5/4,5:31:59,Technique reason
interruption,2017/5/2,5:45:03,Passenger reason
interruption,2017/4/27,12:23:15,Security reason
interruption,2017/4/27,5:31:49,Technique reason
interruption,2017/4/21,11:03:25,Operation problem
interruption,2017/4/20,17:25:49,Track construction
interruption,2017/4/20,17:01:17,Technique reason
interruption,2017/4/2,15:56:09,Security reason
interruption,2017/3/30,10:35:26,Security reason
interruption,2017/3/24,21:13:13,Passenger reason
interruption,2017/3/23,17:40:51,Passenger reason
interruption,2017/3/13,14:19:49,Security reason
interruption,2017/3/13,11:13:58,Security reason
interruption,2017/3/13,7:48:12,Passenger reason
interruption,2017/3/12,5:31:55,Track construction
interruption,2017/3/10,9:36:29,Security reason
interruption,2017/3/6,17:44:26,Technique reason
interruption,2017/3/5,13:04:15,Technique reason
interruption,2017/3/4,12:42:32,Security reason
interruption,2017/3/3,19:59:24,Security reason
interruption,2017/2/20,14:02:35,Passenger reason
interruption,2017/2/20,12:30:05,Security reason
interruption,2017/2/17,16:47:38,Track construction
interruption,2017/2/13,18:22:05,Track construction
interruption,2017/2/3,13:55:18,Passenger reason
interruption,2017/1/20,18:43:57,Security reason
interruption,2017/1/11,13:33:04,Technique reason
interruption,2017/1/10,13:08:38,Security reason
interruption,2017/1/9,18:55:25,Security reason
interruption,2017/1/8,13:30:58,Passenger reason
interruption,2017/1/7,15:31:05,Security reason
interruption,2017/1/6,15:09:57,Technique reason
interruption,2017/1/6,11:58:46,Security reason
interruption,2017/1/2,9:25:20,Passenger reason
interruption,2016/12/30,9:14:37,Security reason
interruption,2016/12/20,19:17:30,Security reason
interruption,2016/12/18,15:17:15,Passenger reason
interruption,2016/12/9,18:59:23,Security reason
interruption,2016/12/8,12:19:09,Track construction
interruption,2016/12/8,11:42:35,Passenger reason
interruption,2016/12/6,8:53:48,Technique reason
interruption,2016/11/29,15:24:54,Security reason
interruption,2016/11/25,8:18:36,Security reason
interruption,2016/11/24,19:20:11,Security reason
interruption,2016/11/24,15:03:49,Passenger reason
interruption,2016/11/24,9:46:35,Security reason
interruption,2016/11/21,15:06:56,Technique reason
interruption,2016/11/21,11:41:47,Technique reason
interruption,2016/11/20,20:33:03,Passenger reason
interruption,2016/11/19,19:05:21,Passenger reason
interruption,2016/11/18,17:30:49,Security reason
interruption,2016/11/18,10:29:08,Technique reason
interruption,2016/11/17,10:14:59,Technique reason
interruption,2016/11/14,15:44:18,Security reason
interruption,2016/11/13,12:06:54,Track construction
interruption,2016/11/12,18:53:52,Passenger reason
interruption,2016/11/6,12:06:36,Track construction
interruption,2016/10/30,6:39:07,Technique reason
interruption,2016/10/28,16:42:11,Passenger reason
interruption,2016/10/28,16:24:59,Security reason
interruption,2016/10/22,16:49:36,Security reason
interruption,2016/10/19,15:04:15,Passenger reason
interruption,2016/10/15,18:13:06,Security reason
interruption,2016/10/14,12:33:16,Security reason
interruption,2016/10/13,11:37:58,Passenger reason
interruption,2016/9/15,9:44:27,Security reason
interruption,2016/9/14,13:19:37,Security reason
interruption,2016/9/12,5:31:45,Operation problem
interruption,2016/9/9,15:29:10,Security reason
interruption,2016/9/9,13:08:37,Security reason
interruption,2016/8/26,19:02:02,Technique reason
interruption,2016/8/25,12:10:39,Security reason
interruption,2016/8/22,9:00:53,Security reason
interruption,2016/8/19,17:06:55,Security reason
interruption,2016/8/17,10:36:47,Passenger reason
interruption,2016/8/13,12:43:12,Security reason
interruption,2016/8/11,6:43:31,Passenger reason
interruption,2016/8/10,20:48:20,Passenger reason
interruption,2016/8/3,11:19:34,Techique reason
interruption,2016/7/30,16:40:04,Passenger reason
interruption,2016/7/22,20:47:27,Security reason
interruption,2016/7/19,18:57:39,Technique reason
interruption,2016/7/16,11:07:01,Passenger reason
interruption,2016/7/14,16:44:38,Security reason
interruption,2016/7/6,20:17:35,Security reason
interruption,2016/7/6,10:33:42,Passenger reason
interruption,2016/7/5,9:53:06,Technique reason
interruption,2016/7/4,18:32:05,Security reason
interruption,2016/7/4,17:43:50,Security reason
interruption,2016/7/2,15:53:14,Security reason
interruption,2016/6/27,20:19:19,Security reason
interruption,2016/6/24,13:05:32,Security reason
interruption,2016/6/23,17:45:56,Security reason
interruption,2016/6/22,20:53:35,Security reason
interruption,2016/6/22,7:32:28,Security reason
interruption,2016/6/17,18:43:27,Security reason
interruption,2016/6/16,20:54:22,Passenger reason
interruption,2016/6/13,8:53:03,Security reason
interruption,2016/6/5,10:26:12,Technique reason
interruption,2016/5/31,8:14:22,Technique reason
interruption,2016/5/30,14:17:32,Security reason
interruption,2016/5/29,17:43:24,Technique reason
interruption,2016/5/26,5:31:59,Track construction
interruption,2016/5/25,11:48:47,Track construction
interruption,2016/5/25,11:43:26,Security reason
interruption,2016/5/16,16:51:33,Passenger reason
interruption,2016/5/15,14:17:57,Technique reason
interruption,2016/5/15,12:16:02,Technique reason
interruption,2016/5/11,14:03:42,Technique reason
interruption,2016/4/18,7:58:58,Passenger reason
interruption,2016/4/14,16:21:16,Passenger reason
interruption,2016/4/11,12:32:38,Security reason
interruption,2016/4/7,5:31:55,Track construction
interruption,2016/3/29,16:47:14,Security reason
interruption,2016/3/18,16:13:48,Security reason
interruption,2016/3/16,14:56:10,Passenger reason
interruption,2016/3/15,19:46:33,Security reason
interruption,2016/3/3,18:05:19,Passenger reason
interruption,2016/2/25,7:20:14,Passenger reason
interruption,2016/2/25,6:14:44,Security reason
interruption,2016/2/9,13:19:21,Technique reason
interruption,2016/2/5,19:46:32,Track construction
interruption,2016/2/2,10:46:31,Passenger reason
interruption,2016/1/23,5:46:51,Technique reason
interruption,2016/1/21,14:49:48,Security reason
interruption,2016/1/20,11:09:16,Security reason
interruption,2016/1/17,20:20:19,Security reason
interruption,2016/1/17,6:22:14,Passenger reason
interruption,2016/1/11,19:51:40,Passenger reason
interruption,2016/1/11,15:18:36,Technique reason
interruption,2015/12/26,17:49:25,Security reason
interruption,2015/12/24,17:25:30,Technique reason
interruption,2015/12/21,20:43:13,Security reason
interruption,2015/12/18,18:05:11,Security reason
interruption,2015/12/18,16:40:04,Passenger reason
interruption,2015/12/18,16:20:26,Passenger reason
interruption,2015/12/17,9:59:44,Passenger reason
interruption,2015/12/15,16:43:57,Technique reason
interruption,2015/12/15,16:21:10,Technique reason
interruption,2015/11/30,10:22:23,Security reason
interruption,2015/11/27,22:43:08,Security reason
interruption,2015/11/20,12:08:41,Track construction
interruption,2015/11/18,19:40:50,Security reason
interruption,2015/11/18,19:25:33,Security reason
interruption,2015/11/18,17:39:00,Security reason
interruption,2015/11/17,14:26:14,Security reason
interruption,2015/11/13,12:07:08,Track construction
interruption,2015/11/1,19:25:45,Security reason
interruption,2015/10/30,12:17:53,Passenger reason
interruption,2015/10/26,11:47:35,Security reason
interruption,2015/10/25,12:10:50,Track construction
interruption,2015/10/23,12:11:02,Passenger reason
interruption,2015/10/22,9:18:41,Security reason
interruption,2015/10/18,12:08:01,Track construction
interruption,2015/10/14,10:36:46,Security reason
interruption,2015/10/7,15:45:35,Security reason
interruption,2015/9/30,9:19:14,Passenger reason
interruption,2015/9/18,14:10:54,Passenger reason
interruption,2015/9/13,12:08:31,Track construction
interruption,2015/9/13,12:04:15,Track construction
interruption,2015/9/7,8:14:24,Techique reason
interruption,2015/8/29,10:47:03,Security reason
interruption,2015/8/25,17:24:01,Passenger reason
interruption,2015/8/25,17:06:35,Passenger reason
interruption,2015/8/25,12:39:01,Security reason
interruption,2015/8/22,19:39:51,Security reason
interruption,2015/8/16,12:07:29,Track construction
interruption,2015/8/12,14:01:47,Security reason
interruption,2015/8/12,14:00:50,Security reason
interruption,2015/8/3,18:56:56,Security reason
interruption,2015/7/27,20:32:43,Technique reason
interruption,2015/7/20,10:55:56,Track construction
interruption,2015/7/13,16:17:16,Security reason
interruption,2015/7/13,12:18:19,Technique reason
interruption,2015/7/12,12:13:16,Technique reason
interruption,2015/7/1,16:45:41,Passenger reason
interruption,2015/6/30,17:34:41,Technique reason
interruption,2015/6/25,18:14:42,Passenger reason
interruption,2015/6/25,10:11:06,Security reason
interruption,2015/6/13,14:02:59,Security reason
interruption,2015/6/12,20:46:46,Techique reason
interruption,2015/6/12,19:37:12,Security reason
interruption,2015/6/9,11:41:08,Security reason
interruption,2015/6/1,15:39:56,Technique reason
interruption,2015/5/29,14:03:57,Technique reason
interruption,2015/5/10,18:32:26,Technique reason
interruption,2015/5/8,17:26:50,Security reason
interruption,2015/5/7,18:15:25,Security reason
interruption,2015/5/7,13:47:51,Passenger reason
interruption,2015/5/7,9:15:28,Passenger reason
interruption,2015/5/3,5:31:35,Track construction
interruption,2015/5/2,18:47:23,Security reason
interruption,2015/5/2,14:02:16,Technique reason
interruption,2015/4/30,19:26:25,Security reason
interruption,2015/4/23,18:27:06,Passenger reason
interruption,2015/4/23,18:00:21,Passenger reason
interruption,2015/4/23,17:10:01,Passenger reason
interruption,2015/4/23,15:04:50,Security reason
interruption,2015/4/23,14:30:52,Security reason
interruption,2015/4/17,14:47:31,Security reason
interruption,2015/4/17,8:22:49,Passenger reason
interruption,2015/4/9,8:07:15,Passenger reason
interruption,2015/4/7,9:37:57,Technique reason
interruption,2015/4/1,11:47:40,Security reason
